,player_name,type,sold_price,year
563,amit paunikar,Wicket Keeper,2000000.0,2014
564,ashish reddy,Bowler,2000000.0,2014
565,srikkanth anirudha,Batsman,2000000.0,2014
566,manprit juneja,Batsman,1000000.0,2014
567,dirk nannes,Bowler,45000000.0,2013
568,akila dananjaya,All-Rounder,1500000.0,2013
569,jeevan mendis,All-Rounder,3750000.0,2013
570,luke pomersbach,Batsman,22500000.0,2013
571,sachithra senanayaka,All-Rounder,46875000.0,2013
572,ryan mclaren,Bowler,3750000.0,2013
573,ricky ponting,Batsman,30000000.0,2013
574,philip hughes,Batsman,7500000.0,2013
575,jacob oram,All-Rounder,3750000.0,2013
576,ajantha mendis,Bowler,54375000.0,2013
577,michael clarke,Batsman,30000000.0,2013
578,james faulkner,All-Rounder,30000000.0,2013
579,fidel edwards,Bowler,15750000.0,2013
580,kusal janith perera,Wicket Keeper,1500000.0,2013
581,pankaj singh,Bowler,11250000.0,2013
582,christopher barnwell,All-Rounder,3750000.0,2013
583,sudeep tyagi,Bowler,7500000.0,2013
584,clinton mckay,Bowler,7500000.0,2013
585,nathan mccullum,Bowler,7500000.0,2013
